web-scraper-order,web-scraper-start-url,prop_link,prop_link-href,address,thumbnail-src,estimate,listed-price
"1604368026-227","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-7","","https://www.redfin.com/VA/Herndon/12945-Centre-Park-Cir-20171/unit-412/home/12074359","12945 Centre Park Cir #412","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/564/genMid.VAFX1151564_2.jpg","$323,831","null"
"1604367965-210","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-8","","https://www.redfin.com/VA/Reston/11990-Market-St-20190/unit-908/home/12073170","11990 Market St #908","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/328/genMid.VAFX1144328_3.jpg","$411,373","null"
"1604368271-293","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-4","","https://www.redfin.com/VA/Reston/1203-Night-Star-Ct-20194/home/9123227","1203 Night Star Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/316/genMid.VAFX1150316_3.jpg","$898,529","null"
"1604367864-182","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-9","","https://www.redfin.com/VA/Reston/12034-N-Shore-Dr-20190/home/172388957","12034 North Shore Dr","","$780,144","null"
"1604368129-259","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-6","","https://www.redfin.com/VA/Reston/11489-Bingham-Ter-20191/home/9334137","11489 Bingham Ter","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/550/genMid.VAFX1155550_1.jpg","$763,075","null"
"1604368215-283","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-5","","https://www.redfin.com/VA/Reston/1603-Apricot-Ct-20190/home/9225245","1603 Apricot Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/978/genMid.VAFX1156978_2.jpg","$571,543","null"
"1604368055-236","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-7","","https://www.redfin.com/VA/Reston/2312-Freetown-Ct-20191/unit-1B/home/156144713","2312 Freetown Ct Unit 1B","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/964/genMid.VAFX1151964_3.jpg","$233,206","null"
"1604368153-265","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-5","","https://www.redfin.com/VA/Reston/12001-Market-St-20190/unit-172/home/9848447","12001 Market St #172","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/460/genMid.VAFX1152460_A.jpg","$467,543","null"
"1604368400-328","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-2","","https://www.redfin.com/VA/Reston/11021-Burywood-Ln-20194/home/9158148","11021 Burywood Ln","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/602/genMid.VAFX1137602_2.jpg","$788,703","null"
"1604367790-162","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-10","","https://www.redfin.com/VA/Reston/12000-Market-St-20190/unit-477/home/9848943","12000 Market St #477","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/790/genMid.VAFX1143790_2.jpg","$374,745","null"
"1604367927-200","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-9","","https://www.redfin.com/VA/Reston/1958-Barton-Hill-Rd-20191/home/9353344","1958 Barton Hill Rd","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/902/genMid.VAFX1144902_2.jpg","$917,821","null"
"1604367369-55","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-16","","https://www.redfin.com/VA/Reston/11396-Fairway-Dr-20190/home/9222535","11396 Fairway Dr","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/578/genMid.VAFX1136578_2.jpg","$695,084","null"
"1604368532-363","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-1","","https://www.redfin.com/VA/Reston/11654-Stoneview-Sq-20191/unit-2B/home/172510960","11654 Stoneview Sq Unit 2B","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/620/genMid.VAFX1148620_2.jpg","$230,702","null"
"1604368506-357","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-1","","https://www.redfin.com/VA/Reston/12106-Chancery-Station-Cir-20190/home/9216426","12106 Chancery Station Cir","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/896/genMid.VAFX1126896_3.jpg","$934,647","null"
"1604367912-196","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-9","","https://www.redfin.com/VA/Reston/11500-Fairway-Dr-20190/unit-505/home/9227808","11500 Fairway Dr #505","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/768/genMid.VAFX1139768_4.jpg","$593,469","null"
"1604368219-284","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-5","","https://www.redfin.com/VA/Reston/11611-Stoneview-Sq-20191/unit-11C/home/147066462","11611 Stoneview Sq Unit 11C","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/636/genMid.VAFX1130636_4.jpg","$252,318","null"
"1604367797-164","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-10","","https://www.redfin.com/VA/VIENNA/1667-HUNTING-CREST-WAY-22182/home/45404113","1667 Hunting Crest Way","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/508/genMid.VAFX1090508_3.jpg","$1,758,868","null"
"1604367639-121","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-12","","https://www.redfin.com/VA/Reston/12000-Market-St-20190/unit-153/home/9848724","12000 Market St #153","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/340/genMid.VAFX1140340_1.jpg","$445,503","null"
"1604368187-275","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-5","","https://www.redfin.com/VA/Reston/1587-Woodcrest-Dr-20194/home/9133392","1587 Woodcrest Dr","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/842/genMid.VAFX1155842_1.jpg","$396,493","null"
"1604368107-252","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-6","","https://www.redfin.com/VA/Reston/11400-Washington-Plz-W-20190/unit-1102/home/9225690","11400 Washington Plz W #1102","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/460/genMid.VAFX1151460_1.jpg","$253,351","null"
"1604367410-65","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-15","","https://www.redfin.com/VA/Herndon/12945-Centre-Park-Cir-20171/unit-206/home/12073077","12945 Centre Park Cir #206","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/816/genMid.VAFX1132816_3.jpg","$240,339","null"
"1604367283-30","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-17","","https://www.redfin.com/VA/Reston/11566-Rolling-Green-Ct-20191/unit-12/home/9343002","11566 Rolling Green Ct #12","","$307,231","null"
"1604368004-221","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-8","","https://www.redfin.com/VA/Reston/1990-Solaridge-Ct-20191/home/9355337","1990 Solaridge Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/064/genMid.VAFX1153064_1.jpg","$754,919","null"
"1604368498-355","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-1","","https://www.redfin.com/VA/Reston/1932-Sagewood-Ln-20191/home/9355029","1932 Sagewood Ln","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/232/genMid.VAFX1142232_1.jpg","$418,760","null"
"1604367269-26","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-17","","https://www.redfin.com/VA/Reston/1501-N-Point-Dr-20194/unit-8-030/home/9855272","1501 N Point Dr Unit 8-030","","$368,701","null"
"1604367724-144","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-11","","https://www.redfin.com/VA/Reston/1509-Inlet-Ct-20190/home/9222809","1509 Inlet Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/338/genMid.VAFX1124338_2.jpg","$613,538","null"
"1604367476-83","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-14","","https://www.redfin.com/VA/Reston/11551-Hearthstone-Ct-20191/home/9350921","11551 Hearthstone Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/694/genMid.VAFX1141694_2.jpg","$512,439","null"
"1604367842-177","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-10","","https://www.redfin.com/VA/Reston/11729-Ledura-Ct-20191/unit-T1/home/9342519","11729 Ledura Ct Unit T1","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/846/genMid.VAFX1142846_3.jpg","$311,405","null"
"1604367673-130","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-12","","https://www.redfin.com/VA/Reston/11713-Summerchase-Cir-20194/unit-1713-D/home/144039461","11713-D Summerchase Cir Unit 1713-D","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/712/genMid.VAFX1128712_1.jpg","$325,994","null"
"1604368366-319","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-3","","https://www.redfin.com/VA/Reston/1281-Golden-Eagle-Dr-20194/home/9137401","1281 Golden Eagle Dr","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/156/genMid.VAFX1158156_1.jpg","$903,327","null"
"1604367747-151","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-11","","https://www.redfin.com/VA/Reston/1337-Buttermilk-Ln-20190/home/9240825","1337 Buttermilk Ln","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/850/genMid.VAFX1142850_1.jpg","$711,353","null"
"1604368160-267","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-5","","https://www.redfin.com/VA/Reston/12001-Market-St-20190/unit-222/home/9849072","12001 Market St #222","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/636/genMid.VAFX1151636_1.jpg","$279,363","null"
"1604368353-315","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-3","","https://www.redfin.com/VA/Reston/11272-Center-Harbor-Rd-20194/home/9158840","11272 Center Harbor Rd","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/964/genMid.VAFX1150964_4.jpg","$888,242","null"
"1604367258-23","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-17","","https://www.redfin.com/VA/Reston/1830-Fountain-Dr-20190/unit-1404/home/9855915","1830 Fountain Dr #1404","","$673,024","null"
"1604367818-170","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-10","","https://www.redfin.com/VA/Reston/11609-Springhouse-Pl-20194/home/9139810","11609 Springhouse Pl","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/988/genMid.VAFX1149988_1.jpg","$777,712","null"
"1604367355-51","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-16","","https://www.redfin.com/VA/Reston/2052-Headlands-Cir-20191/home/9341688","2052 Headlands Cir","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/922/genMid.VAFX1145922_0.jpg","$529,920","null"
"1604367722-143","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-11","","https://www.redfin.com/VA/Reston/11240-Chestnut-Grove-Sq-20190/unit-358/home/9239551","11240 Chestnut Grove Sq #358","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/806/genMid.VAFX1146806_0.jpg","$235,114","null"
"1604367647-123","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-12","","https://www.redfin.com/VA/Reston/1660-Sierra-Woods-Ct-20194/home/9210077","1660 Sierra Woods Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/008/genMid.VAFX1144008_1.jpg","$461,256","null"
"1604367769-157","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-11","","https://www.redfin.com/VA/Reston/1547-Regatta-Ln-20194/home/9227419","1547 Regatta Ln","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/250/genMid.VAFX1148250_1.jpg","$858,182","null"
"1604368447-341","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-2","","https://www.redfin.com/VA/Reston/12001-Market-St-20190/unit-445/home/9849171","12001 Market St #445","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/204/genMid.VAFX1122204_1.jpg","$439,086","null"
"1604368059-237","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-7","","https://www.redfin.com/VA/Reston/11120-Boathouse-Ct-20191/unit-91/home/9356253","11120 Boathouse Ct #91","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/908/genMid.VAFX1145908_3.jpg","$428,422","null"
"1604368380-323","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-3","","https://www.redfin.com/VA/Reston/2624-Mountain-Laurel-Pl-20191/home/9347614","2624 Mountain Laurel Pl","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/254/genMid.VAFX1139254_1.jpg","$812,831","null"
"1604367467-80","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-14","","https://www.redfin.com/VA/Reston/2332-Horseferry-Ct-20191/home/9319909","2332 Horseferry Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/908/genMid.VAFX1139908_2.jpg","$511,002","null"
"1604368548-367","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-1","","https://www.redfin.com/VA/Reston/1501-N-Point-Dr-20194/unit-304/home/25708577","1501 N Point Dr #304","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/314/genMid.VAFX1143314_3.jpg","$370,070","null"
"1604368427-337","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-2","","https://www.redfin.com/VA/Herndon/12635-Etruscan-Dr-20171/home/9295831","12635 Etruscan Dr","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/354/genMid.VAFX1151354_3.jpg","$558,398","null"
"1604368121-257","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-6","","https://www.redfin.com/VA/Reston/2274-Cocquina-Dr-20191/home/9231826","2274 Cocquina Dr","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/744/genMid.VAFX1152744_3.jpg","$488,571","null"
"1604367833-174","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-10","","https://www.redfin.com/VA/Reston/11617-Quail-Ridge-Ct-20194/home/9137743","11617 Quail Ridge Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/916/genMid.VAFX1147916_1.jpg","$801,351","null"
"1604368289-299","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-4","","https://www.redfin.com/VA/Reston/11727-N-Shore-Dr-20190/home/9222276","11727 North Shore Dr","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/188/genMid.VAFX1145188_4.jpg","$569,075","null"
"1604367667-128","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-12","","https://www.redfin.com/VA/Reston/12000-Market-St-20190/unit-454/home/9848928","12000 Market St #454","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/660/genMid.VAFX1132660_4.jpg","$527,619","null"
"1604367712-140","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-11","","https://www.redfin.com/VA/Reston/11726-Paysons-Way-20191/home/169125317","11726 Paysons Way","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/434/genMid.VAFX1116434_1.jpg","$893,089","null"
"1604368551-368","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-1","","https://www.redfin.com/VA/Herndon/13055-Park-Crescent-Cir-20171/home/9208221","13055 Park Crescent Cir","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/558/genMid.VAFX1144558_1.jpg","$535,632","null"
"1604368467-347","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-2","","https://www.redfin.com/VA/Reston/11581-Maple-Ridge-Rd-20190/home/9218001","11581 Maple Ridge Rd","https://ssl.cdn-redfin.com/system_files/media/387072_JPG/genLdpUgcMediaBrowserUrl/item_1.jpg","$524,495","null"
"1604367418-67","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-15","","https://www.redfin.com/VA/Reston/11120-Beaver-Trail-Ct-20191/unit-11120/home/9357275","11120 Beaver Trail Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/988/genMid.VAFX1135988_1.jpg","$293,063","null"
"1604367687-134","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-12","","https://www.redfin.com/VA/Reston/1505-N-Point-Dr-20194/unit-301/home/28550241","1505 N Point Dr #301","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/958/genMid.VAFX1139958_1.jpg","$314,813","null"
"1604367534-98","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-14","","https://www.redfin.com/VA/Reston/11128-Harbor-Ct-20191/unit-1128/home/9355832","11128 Harbor Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/316/genMid.VAFX1136316_2.jpg","$552,586","null"
"1604367556-104","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-13","","https://www.redfin.com/VA/Reston/1233-Woodbrook-Ct-20194/home/9144191","1233 Woodbrook Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/832/genMid.VAFX1140832_2.jpg","$713,449","null"
"1604368281-296","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-4","","https://www.redfin.com/VA/Reston/11048-Saffold-Way-20190/home/9156893","11048 Saffold Way","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/106/genMid.VAFX1154106_1.jpg","$489,466","null"
"1604368073-242","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-7","","https://www.redfin.com/VA/Reston/11625-Vantage-Hill-Rd-20190/unit-1C/home/9231341","11625 Vantage Hill Rd Unit 1C","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/518/genMid.VAFX1146518_2.jpg","$282,166","null"
"1604368460-345","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-2","","https://www.redfin.com/VA/Reston/1604-Chimney-House-Rd-20190/unit-1604/home/9225833","1604 Chimney House Rd #1604","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/566/genMid.VAFX1156566_2.jpg","$252,139","null"
"1604368080-243","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-6","","https://www.redfin.com/VA/Reston/11540-Hemingway-Dr-20194/home/9136013","11540 Hemingway Dr","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/288/genMid.VAFX1151288_3.jpg","$763,789","null"
"1604368277-295","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-4","","https://www.redfin.com/VA/Reston/1507-Scandia-Cir-20190/home/9243428","1507 Scandia Cir","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/270/genMid.VAFX1159270_4.jpg","$534,191","null"
"1604368240-289","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-4","","https://www.redfin.com/VA/Reston/1656-Bachan-Ct-20190/home/9224943","1656 Bachan Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/264/genMid.VAFX1156264_1.jpg","$510,618","null"
"1604367498-90","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-14","","https://www.redfin.com/VA/Reston/1771-Whisperhill-Dr-20194/home/9211924","1771 Whisperhill Dr","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/648/genMid.VAFX1137648_3.jpg","$437,852","null"
"1604368293-300","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-4","","https://www.redfin.com/VA/Herndon/12937-Centre-Park-Cir-20171/unit-203/home/12073057","12937 Centre Park Cir #203","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/058/genMid.VAFX1156058_1.jpg","$329,720","null"
"1604368180-273","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-5","","https://www.redfin.com/VA/Reston/1729-Ascot-Way-20190/unit-D/home/172777364","1729 Ascot Way Unit D","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/332/genMid.VAFX1149332_4.jpg","$278,971","null"
"1604368481-350","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-1","","https://www.redfin.com/VA/Reston/11571-Embers-Ct-20191/home/9350492","11571 Embers Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/814/genMid.VAFX1155814_3.jpg","$504,305","null"
"1604368014-223","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-7","","https://www.redfin.com/VA/Reston/2040-Headlands-Cir-20191/home/9341663","2040 Headlands Cir","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/840/genMid.VAFX1150840_3.jpg","$572,630","null"
"1604367384-57","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-15","","https://www.redfin.com/VA/Reston/12195-Abington-Hall-Pl-20190/unit-204/home/9832647","12195 Abington Hall Pl #204","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/020/genMid.VAFX1140020_1.jpg","$435,479","null"
"1604367605-113","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-13","","https://www.redfin.com/VA/Reston/11732-Great-Owl-Cir-20194/home/9140542","11732 Great Owl Cir","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/372/genMid.VAFX1144372_1.jpg","$612,990","null"
"1604368199-279","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-5","","https://www.redfin.com/VA/Reston/11196-Beaver-Trail-Ct-20191/home/9357426","11196 Beaver Trail Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/092/genMid.VAFX1147092_2.jpg","$289,223","null"
"1604367803-166","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-10","","https://www.redfin.com/VA/Reston/11818-Great-Owl-Cir-20194/home/9140037","11818 Great Owl Cir","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/528/genMid.VAFX1144528_4.jpg","$573,665","null"
"1604367957-208","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-8","","https://www.redfin.com/VA/Reston/11426-Tanbark-Dr-20191/home/9351852","11426 Tanbark Dr","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/060/genMid.VAFX1144060_2.jpg","$726,826","null"
"1604368389-326","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-3","","https://www.redfin.com/VA/Reston/11908-Escalante-Ct-20191/home/9324021","11908 Escalante Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/520/genMid.VAFX1138520_1.jpg","$487,125","null"
"1604368000-220","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-8","","https://www.redfin.com/VA/Reston/11503-Waterhaven-Ct-20190/home/9231675","11503 Waterhaven Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/052/genMid.VAFX1153052_2.jpg","$667,025","null"
"1604367273-27","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-17","","https://www.redfin.com/VA/Reston/11776-Stratford-House-Pl-20190/unit-201/home/9837862","11776 Stratford House Pl #201","","$629,293","null"
"1604368100-250","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-6","","https://www.redfin.com/VA/Reston/1915-Belmont-Ridge-Ct-20191/home/9354907","1915 Belmont Ridge Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/506/genMid.VAFX1152506_2.jpg","$396,285","null"
"1604368070-241","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-7","","https://www.redfin.com/VA/Reston/12001-Market-St-20190/unit-244/home/9849086","12001 Market St #244","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/162/genMid.VAFX1110162_2.jpg","$416,829","null"
"1604367394-60","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-15","","https://www.redfin.com/VA/Reston/2421-Bramblebush-Ct-20191/home/9350025","2421 Bramblebush Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/230/genMid.VAFX1137230_1.jpg","$694,585","null"
"1604368135-261","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-6","","https://www.redfin.com/VA/Reston/11669-Newbridge-Ct-20191/home/9334967","11669 Newbridge Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/530/genMid.VAFX1150530_1.jpg","$515,413","null"
"1604367658-126","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-12","","https://www.redfin.com/VA/Reston/1712-Lake-Shore-Crest-Dr-20190/unit-21/home/9215529","1712 Lake Shore Crest Dr #21","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/786/genMid.VAFX1142786_1.jpg","$279,186","null"
"1604367517-94","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-14","","https://www.redfin.com/VA/Reston/12198-Sanibel-Ct-20191/home/9325121","12198 Sanibel Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/728/genMid.VAFX1138728_4.jpg","$346,109","null"
"1604367824-172","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-10","","https://www.redfin.com/VA/Reston/11960-Sentinel-Point-Ct-20191/home/9355485","11960 Sentinel Point Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/204/genMid.VAFX1148204_3.jpg","$506,994","null"
"1604368444-340","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-2","","https://www.redfin.com/VA/Reston/11572-Woodhollow-Ct-20191/home/9350898","11572 Woodhollow Ct","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/956/genMid.VAFX1124956_1.jpg","$528,711","null"
"1604368212-282","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-5","","https://www.redfin.com/VA/Reston/11649-Stoneview-Sq-20191/unit-1B/home/173193929","11649 Stoneview Sq Unit 1B","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/450/genMid.VAFX1155450_1.jpg","$226,663","null"
"1604367800-165","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-10","","https://www.redfin.com/VA/Reston/1614-Park-Overlook-Dr-20190/home/9243908","1614 Park Overlook Dr","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/886/genMid.VAFX1138886_1.jpg","$582,133","null"
"1604368086-245","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-6","","https://www.redfin.com/VA/Reston/11612-Ivystone-Ct-20191/unit-200/home/146180021","11612 Ivystone Ct #200","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/198/genMid.VAFX1155198_1.jpg","$314,687","null"
"1604367905-194","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-9","","https://www.redfin.com/VA/Reston/2215-Sanibel-Dr-20191/home/9324690","2215 Sanibel Dr","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/316/genMid.VAFX1145316_1.jpg","$481,409","null"
"1604367365-54","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-16","","https://www.redfin.com/VA/Reston/12001-Market-St-20190/unit-T53/home/9853886","12001 Market St Unit T53","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/496/genMid.VAFX1137496_1.jpg","$395,293","null"
"1604368540-365","https://www.redfin.com/city/25657/VA/Reston/filter/include=sold-3mo/page-1","","https://www.redfin.com/VA/Reston/1509-N-Point-Dr-20194/unit-001/home/171037337","1509 N Point Dr #1","https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/040/genMid.VAFX1149040_4.jpg","$337,717","null"
